timestamp,log_message,label,anomaly_type
2026-01-03 22:07:40,systemd[1]: Stopped docker.service,0,normal
2026-01-03 22:07:44,[INFO] Application started successfully,0,normal
2026-01-03 22:07:55,[INFO] Application started successfully,0,normal
2026-01-03 22:07:56,systemd[1]: Started postgresql.service,0,normal
2026-01-03 22:08:02,Accepted password for nginx from 192.168.76.137 port 26247 ssh2,0,normal
2026-01-03 22:08:07,[INFO] Cache hit for key: cache_key_164,0,normal
2026-01-03 22:08:08,kernel: Out of memory: Kill process 23898 (ransomware) score 146,1,system_error
2026-01-03 22:08:11,Connection received: host=192.168.144.13 user=apache database=users,0,normal
2026-01-03 22:08:16,Accepted password for mysql from 192.168.35.116 port 17951 ssh2,0,normal
2026-01-03 22:08:35,Accepted password for guest from 192.168.40.163 port 54420 ssh2,0,normal
2026-01-03 22:08:43,[INFO] Application started successfully,0,normal
2026-01-03 22:08:46,kernel: [304.298927] br-0: link down,0,normal
2026-01-03 22:09:19,Blocked suspicious request from 45.33.219.141: /,1,suspicious_network
2026-01-03 22:09:24,systemd[1]: Stopped postgresql.service,0,normal
2026-01-03 22:09:38,Connection received: host=192.168.49.86 user=guest database=production,0,normal
2026-01-03 22:09:42,kernel: [839.364069] docker0: link down,0,normal
2026-01-03 22:09:47,"192.168.185.253 - - [04/Jan/2026:20:59:04 +0700] ""GET /login HTTP/1.1"" 304 0",0,normal
2026-01-03 22:09:50,[INFO] Request processed in 2085ms,0,normal
2026-01-03 22:10:02,kernel: [759.715336] wlan0: link down,0,normal
2026-01-03 22:10:07,[DEBUG] Processing request from 192.168.118.184,0,normal
2026-01-03 22:10:09,systemd[1]: Started cron.service,0,normal
2026-01-03 22:10:17,"kernel: [908.674720] I/O error, dev wlan0, sector 6176905",1,system_error
2026-01-03 22:10:22,MySQL server started with process id 24172,0,normal
2026-01-03 22:10:27,systemd[1]: Stopped cron.service,0,normal
2026-01-03 22:10:43,error: maximum authentication attempts exceeded for admin from 45.33.168.79,1,brute_force
2026-01-03 22:10:45,systemd[1]: Started nginx.service,0,normal
2026-01-03 22:10:48,MySQL server started with process id 56019,0,normal
2026-01-03 22:10:59,systemd[1]: Started cron.service,0,normal
2026-01-03 22:11:03,session closed for user user,0,normal
2026-01-03 22:11:16,WARNING: Unauthorized file modification: /images/logo.png,1,malware_indicator
2026-01-03 22:11:30,session closed for user admin,0,normal
2026-01-03 22:11:30,Received disconnect from 192.168.16.189 port 23623:11: disconnected by user,0,normal
2026-01-03 22:11:37,MySQL server started with process id 46241,0,normal
2026-01-03 22:11:42,systemd[1]: Starting apache2.service...,0,normal
2026-01-03 22:11:50,"104.248.177.222 - - [04/Jan/2026:17:53:36 +0700] ""GET /admin HTTP/1.1"" 403 33352",1,suspicious_network
2026-01-03 22:11:56,kernel: [323.361400] eth0: link down,0,normal
2026-01-03 22:11:58,session opened for user nginx by (uid=0),0,normal
2026-01-03 22:12:09,"192.168.159.35 - - [04/Jan/2026:19:10:38 +0700] ""GET /api/v1/users HTTP/1.1"" 200 13109",0,normal
2026-01-03 22:12:18,[INFO] Application started successfully,0,normal
2026-01-03 22:12:25,Accepted password for user from 192.168.202.183 port 6744 ssh2,0,normal
2026-01-03 22:12:27,kernel: [391.860643] docker0: link down,0,normal
2026-01-03 22:12:33,"192.168.195.180 - - [04/Jan/2026:05:41:09 +0700] ""GET /api/v1/data HTTP/1.1"" 200 6411",0,normal
2026-01-03 22:12:34,session closed for user root,0,normal
2026-01-03 22:12:41,"192.168.56.134 - - [04/Jan/2026:10:14:40 +0700] ""GET /static/js/app.js HTTP/1.1"" 304 0",0,normal
2026-01-03 22:13:04,"192.168.30.63 - - [04/Jan/2026:13:11:50 +0700] ""GET /static/js/app.js HTTP/1.1"" 304 0",0,normal
2026-01-03 22:13:07,[DEBUG] Processing request from 192.168.82.64,0,normal
2026-01-03 22:13:09,[INFO] Cache hit for key: cache_key_753,0,normal
2026-01-03 22:13:16,systemd[1]: Stopped docker.service,0,normal
2026-01-03 22:13:25,Connection received: host=192.168.14.191 user=user database=users,0,normal
2026-01-03 22:13:31,kernel: [758.175503] eth0: link down,0,normal
2026-01-03 22:13:32,[INFO] Request processed in 4583ms,0,normal
2026-01-03 22:13:47,systemd[1]: Starting ssh.service...,0,normal
2026-01-03 22:13:48,systemd[1]: Started mongodb.service,0,normal
2026-01-03 22:13:49,systemd[1]: Starting docker.service...,0,normal
2026-01-03 22:13:56,"192.168.96.73 - - [04/Jan/2026:19:58:57 +0700] ""GET / HTTP/1.1"" 304 0",0,normal
2026-01-03 22:14:04,MySQL server started with process id 59582,0,normal
2026-01-03 22:14:09,"192.168.129.232 - - [04/Jan/2026:17:40:49 +0700] ""POST /index.html HTTP/1.1"" 200 21410",0,normal
2026-01-03 22:14:21,kernel: [14.199956] eth0: link down,0,normal
2026-01-03 22:14:48,Accepted password for nginx from 192.168.63.140 port 49364 ssh2,0,normal
2026-01-03 22:14:50,kernel: [372.899058] docker0: link up,0,normal
2026-01-03 22:15:24,kernel: [441.854534] wlan0: link down,0,normal
2026-01-03 22:15:28,PAM: Authentication failure for user from 192.42.132.34,1,brute_force
2026-01-03 22:15:50,session opened for user postgres by (uid=0),0,normal
2026-01-03 22:16:16,"192.168.141.161 - - [04/Jan/2026:18:50:03 +0700] ""GET /images/logo.png HTTP/1.1"" 304 0",0,normal
2026-01-03 22:16:23,kernel: [267.540717] eth0: link down,0,normal
2026-01-03 22:16:25,Connection received: host=192.168.40.135 user=mysql database=users,0,normal
2026-01-03 22:16:28,[INFO] Cache hit for key: cache_key_425,0,normal
2026-01-03 22:16:32,MySQL server started with process id 46793,0,normal
2026-01-03 22:16:35,"192.168.95.251 - - [04/Jan/2026:18:04:13 +0700] ""GET /static/js/app.js HTTP/1.1"" 200 34229",0,normal
2026-01-03 22:16:50,kernel: [915.744412] eth1: link down,0,normal
2026-01-03 22:17:09,session closed for user root,0,normal
2026-01-03 22:17:16,ALERT: Unauthorized privilege escalation attempt by www-data,1,privilege_escalation
2026-01-03 22:17:19,Received disconnect from 192.168.175.12 port 57367:11: disconnected by user,0,normal
2026-01-03 22:17:40,systemd[1]: Starting postgresql.service...,0,normal
2026-01-03 22:17:54,"192.168.119.35 - - [04/Jan/2026:18:25:13 +0700] ""GET /index.html HTTP/1.1"" 304 0",0,normal
2026-01-03 22:18:26,[INFO] Cache hit for key: cache_key_397,0,normal
2026-01-03 22:18:40,systemd[1]: Started cron.service,0,normal
2026-01-03 22:18:42,session opened for user root by (uid=0),0,normal
2026-01-03 22:18:43,ALERT: Unauthorized privilege escalation attempt by apache,1,privilege_escalation
2026-01-03 22:18:52,Failed password for user from 192.42.43.244 port 62601 ssh2,1,brute_force
2026-01-03 22:19:04,"192.42.247.34 - - [04/Jan/2026:00:58:38 +0700] ""GET /admin HTTP/1.1"" 403 18373",1,suspicious_network
2026-01-03 22:19:07,kernel: [874.924484] eth0: link up,0,normal
2026-01-03 22:19:34,Accepted password for www-data from 192.168.35.182 port 41337 ssh2,0,normal
2026-01-03 22:19:35,"192.168.187.89 - - [04/Jan/2026:15:33:51 +0700] ""GET / HTTP/1.1"" 304 0",0,normal
2026-01-03 22:19:53,[INFO] Request processed in 3356ms,0,normal
2026-01-03 22:20:05,"192.168.107.61 - - [04/Jan/2026:06:47:47 +0700] ""GET /admin HTTP/1.1"" 304 0",0,normal
2026-01-03 22:20:26,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:20:32,Received disconnect from 192.168.135.116 port 34827:11: disconnected by user,0,normal
2026-01-03 22:20:32,[INFO] Cache hit for key: cache_key_807,0,normal
2026-01-03 22:20:37,Accepted password for www-data from 192.168.221.190 port 42898 ssh2,0,normal
2026-01-03 22:21:03,kernel: [767.257304] br-0: link down,0,normal
2026-01-03 22:21:07,MySQL server started with process id 27484,0,normal
2026-01-03 22:21:11,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:21:15,systemd[1]: Stopped cron.service,0,normal
2026-01-03 22:21:18,Accepted password for www-data from 192.168.194.40 port 31085 ssh2,0,normal
2026-01-03 22:21:44,[DEBUG] Processing request from 192.168.179.170,0,normal
2026-01-03 22:21:50,"192.168.225.22 - - [04/Jan/2026:14:23:13 +0700] ""POST /dashboard HTTP/1.1"" 200 23239",0,normal
2026-01-03 22:22:26,session opened for user apache by (uid=0),0,normal
2026-01-03 22:22:30,[INFO] Request processed in 2045ms,0,normal
2026-01-03 22:22:36,"192.168.45.202 - - [04/Jan/2026:13:09:33 +0700] ""GET /css/style.css HTTP/1.1"" 304 0",0,normal
2026-01-03 22:22:42,session closed for user nginx,0,normal
2026-01-03 22:22:55,systemd[1]: Stopped mysql.service,0,normal
2026-01-03 22:23:10,Accepted password for mysql from 192.168.129.233 port 47980 ssh2,0,normal
2026-01-03 22:23:10,"192.168.220.34 - - [04/Jan/2026:11:51:00 +0700] ""POST /admin HTTP/1.1"" 200 36338",0,normal
2026-01-03 22:23:20,[INFO] Cache hit for key: cache_key_160,0,normal
2026-01-03 22:23:24,MySQL server started with process id 23627,0,normal
2026-01-03 22:23:26,session closed for user postgres,0,normal
2026-01-03 22:24:13,"45.33.141.93 - - [04/Jan/2026:20:58:08 +0700] ""GET /../../../etc/passwd HTTP/1.1"" 400 13175",1,suspicious_network
2026-01-03 22:24:20,kernel: [837.621712] eth0: link up,0,normal
2026-01-03 22:24:25,kernel: [553.678896] eth1: link down,0,normal
2026-01-03 22:24:25,[INFO] User postgres logged in successfully,0,normal
2026-01-03 22:24:34,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:24:42,session closed for user guest,0,normal
2026-01-03 22:24:45,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:24:47,kernel: [826.635767] eth0: link up,0,normal
2026-01-03 22:24:58,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:24:59,"192.168.243.11 - - [04/Jan/2026:10:58:03 +0700] ""GET /api/v1/data HTTP/1.1"" 304 0",0,normal
2026-01-03 22:25:00,kernel: [988.100919] eth1: link down,0,normal
2026-01-03 22:25:10,[INFO] Cache hit for key: cache_key_932,0,normal
2026-01-03 22:25:13,[INFO] Application started successfully,0,normal
2026-01-03 22:25:14,[INFO] User postgres logged in successfully,0,normal
2026-01-03 22:25:27,"192.168.61.194 - - [04/Jan/2026:19:15:46 +0700] ""GET / HTTP/1.1"" 200 14104",0,normal
2026-01-03 22:25:27,Connection received: host=192.168.106.91 user=www-data database=staging,0,normal
2026-01-03 22:25:36,systemd[1]: Stopped nginx.service,0,normal
2026-01-03 22:25:40,"192.168.69.44 - - [04/Jan/2026:08:39:26 +0700] ""GET /api/v1/users HTTP/1.1"" 200 43969",0,normal
2026-01-03 22:25:49,kernel: [174.386324] br-0: link up,0,normal
2026-01-03 22:25:53,Accepted password for root from 192.168.248.110 port 8816 ssh2,0,normal
2026-01-03 22:26:00,[INFO] Application started successfully,0,normal
2026-01-03 22:26:01,"192.168.219.122 - - [04/Jan/2026:03:27:54 +0700] ""GET /api/v1/users HTTP/1.1"" 200 10293",0,normal
2026-01-03 22:26:47,ALERT: Reverse shell connection attempt to 185.220.52.113:4267,1,malware_indicator
2026-01-03 22:26:58,error: maximum authentication attempts exceeded for postgres from 45.33.5.7,1,brute_force
2026-01-03 22:27:23,"45.33.164.221 - - [04/Jan/2026:16:24:36 +0700] ""GET /admin HTTP/1.1"" 403 25394",1,suspicious_network
2026-01-03 22:27:30,session opened for user mysql by (uid=0),0,normal
2026-01-03 22:27:44,"192.168.103.13 - - [04/Jan/2026:04:34:59 +0700] ""GET /css/style.css HTTP/1.1"" 200 13988",0,normal
2026-01-03 22:27:56,systemd[1]: Started mysql.service,0,normal
2026-01-03 22:28:01,systemd[1]: Started ssh.service,0,normal
2026-01-03 22:28:04,kernel: [270.425365] eth0: link up,0,normal
2026-01-03 22:28:15,"192.168.175.88 - - [04/Jan/2026:19:39:28 +0700] ""GET / HTTP/1.1"" 304 0",0,normal
2026-01-03 22:28:35,"192.168.61.2 - - [04/Jan/2026:15:21:33 +0700] ""POST /api/v1/data HTTP/1.1"" 200 25167",0,normal
2026-01-03 22:28:35,Received disconnect from 192.168.30.68 port 35259:11: disconnected by user,0,normal
2026-01-03 22:28:46,[DEBUG] Processing request from 192.168.85.206,0,normal
2026-01-03 22:28:48,"192.168.176.107 - - [04/Jan/2026:06:20:53 +0700] ""POST /index.html HTTP/1.1"" 200 23228",0,normal
2026-01-03 22:29:20,systemd[1]: Starting nginx.service...,0,normal
2026-01-03 22:29:22,kernel: [535.689188] wlan0: link up,0,normal
2026-01-03 22:29:22,[INFO] Cache hit for key: cache_key_56,0,normal
2026-01-03 22:29:34,session closed for user apache,0,normal
2026-01-03 22:29:47,kernel: [814.816759] docker0: link up,0,normal
2026-01-03 22:30:10,systemd[1]: Stopped ssh.service,0,normal
2026-01-03 22:30:12,session closed for user guest,0,normal
2026-01-03 22:30:22,"192.168.227.78 - - [04/Jan/2026:16:29:57 +0700] ""GET /index.html HTTP/1.1"" 304 0",0,normal
2026-01-03 22:30:22,Connection received: host=192.168.55.245 user=user database=test,0,normal
2026-01-03 22:30:27,Connection received: host=192.168.133.9 user=www-data database=analytics,0,normal
2026-01-03 22:30:41,kernel: [666.311554] eth1: link up,0,normal
2026-01-03 22:30:47,[DEBUG] Processing request from 192.168.139.105,0,normal
2026-01-03 22:30:50,session closed for user root,0,normal
2026-01-03 22:30:51,ALERT: Rootkit signature detected in /login,1,malware_indicator
2026-01-03 22:30:52,systemd[1]: Started mongodb.service,0,normal
2026-01-03 22:31:00,kernel: Out of memory: Kill process 55438 (keylogger) score 918,1,system_error
2026-01-03 22:31:07,systemd[1]: Stopped ssh.service,0,normal
2026-01-03 22:31:15,systemd[1]: Starting postgresql.service...,0,normal
2026-01-03 22:31:19,systemd[1]: Stopped docker.service,0,normal
2026-01-03 22:31:19,[DEBUG] Processing request from 192.168.104.145,0,normal
2026-01-03 22:31:42,session closed for user root,0,normal
2026-01-03 22:31:44,systemd[1]: Stopped ssh.service,0,normal
2026-01-03 22:31:52,error: maximum authentication attempts exceeded for admin from 185.220.85.133,1,brute_force
2026-01-03 22:32:10,systemd[1]: Starting postgresql.service...,0,normal
2026-01-03 22:32:18,[DEBUG] Processing request from 192.168.202.136,0,normal
2026-01-03 22:32:25,Received disconnect from 192.168.8.134 port 24880:11: disconnected by user,0,normal
2026-01-03 22:32:27,Received disconnect from 192.168.50.250 port 34657:11: disconnected by user,0,normal
2026-01-03 22:32:37,session closed for user user,0,normal
2026-01-03 22:32:38,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:32:46,MySQL server started with process id 20176,0,normal
2026-01-03 22:32:57,[INFO] Application started successfully,0,normal
2026-01-03 22:32:59,"192.168.254.9 - - [04/Jan/2026:09:37:59 +0700] ""POST /login HTTP/1.1"" 200 49042",0,normal
2026-01-03 22:33:05,[INFO] Application started successfully,0,normal
2026-01-03 22:33:07,[INFO] Application started successfully,0,normal
2026-01-03 22:33:32,Connection received: host=192.168.156.12 user=user database=production,0,normal
2026-01-03 22:33:35,Connection received: host=192.168.167.80 user=admin database=test,0,normal
2026-01-03 22:33:39,[INFO] Application started successfully,0,normal
2026-01-03 22:33:43,[INFO] User postgres logged in successfully,0,normal
2026-01-03 22:33:48,"192.168.234.64 - - [04/Jan/2026:11:59:48 +0700] ""POST /api/v1/users HTTP/1.1"" 200 21116",0,normal
2026-01-03 22:34:03,"192.168.20.162 - - [04/Jan/2026:21:16:27 +0700] ""GET /css/style.css HTTP/1.1"" 304 0",0,normal
2026-01-03 22:34:04,"192.168.217.55 - - [04/Jan/2026:17:50:21 +0700] ""GET /css/style.css HTTP/1.1"" 304 0",0,normal
2026-01-03 22:34:15,kernel: [628.869083] eth1: link down,0,normal
2026-01-03 22:34:17,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:34:19,[INFO] Request processed in 3964ms,0,normal
2026-01-03 22:34:21,session opened for user admin by (uid=0),0,normal
2026-01-03 22:34:40,"192.168.170.140 - - [04/Jan/2026:14:38:22 +0700] ""GET /index.html HTTP/1.1"" 200 31855",0,normal
2026-01-03 22:34:49,[INFO] Cache hit for key: cache_key_487,0,normal
2026-01-03 22:34:50,kernel: [718.231519] br-0: link up,0,normal
2026-01-03 22:34:53,"192.168.79.210 - - [04/Jan/2026:17:58:39 +0700] ""GET /css/style.css HTTP/1.1"" 200 24518",0,normal
2026-01-03 22:35:10,[INFO] Cache hit for key: cache_key_537,0,normal
2026-01-03 22:35:11,kernel: [439.109624] docker0: link down,0,normal
2026-01-03 22:35:36,error: maximum authentication attempts exceeded for postgres from 192.42.52.16,1,brute_force
2026-01-03 22:35:40,"192.168.155.215 - - [04/Jan/2026:08:05:55 +0700] ""GET /static/js/app.js HTTP/1.1"" 200 17037",0,normal
2026-01-03 22:35:42,[INFO] Cache hit for key: cache_key_563,0,normal
2026-01-03 22:35:48,[DEBUG] Processing request from 192.168.195.43,0,normal
2026-01-03 22:35:54,Received disconnect from 192.168.187.171 port 42388:11: disconnected by user,0,normal
2026-01-03 22:36:08,Received disconnect from 192.168.20.231 port 28397:11: disconnected by user,0,normal
2026-01-03 22:36:10,"192.168.105.202 - - [04/Jan/2026:06:00:03 +0700] ""POST /api/v1/data HTTP/1.1"" 200 26063",0,normal
2026-01-03 22:36:17,Received disconnect from 192.168.134.140 port 61504:11: disconnected by user,0,normal
2026-01-03 22:36:17,kernel: [627.944084] wlan0: link up,0,normal
2026-01-03 22:36:18,session opened for user postgres by (uid=0),0,normal
2026-01-03 22:36:21,"192.42.117.72 - - [04/Jan/2026:16:15:41 +0700] ""POST /login HTTP/1.1"" 401 8748",1,suspicious_network
2026-01-03 22:36:21,session opened for user nginx by (uid=0),0,normal
2026-01-03 22:36:24,"192.168.233.10 - - [04/Jan/2026:05:17:25 +0700] ""POST /login HTTP/1.1"" 200 12801",0,normal
2026-01-03 22:36:45,session closed for user nginx,0,normal
2026-01-03 22:36:57,Possible SQL injection attack from 185.220.221.172: ' OR '1'='1,1,suspicious_network
2026-01-03 22:37:02,"45.33.51.129 - - [04/Jan/2026:06:01:58 +0700] ""GET /admin HTTP/1.1"" 403 9074",1,suspicious_network
2026-01-03 22:37:40,DDoS attack detected from 104.248.191.135 - rate limit exceeded,1,suspicious_network
2026-01-03 22:38:02,Connection received: host=192.168.239.58 user=root database=staging,0,normal
2026-01-03 22:38:05,[INFO] User postgres logged in successfully,0,normal
2026-01-03 22:38:05,"192.168.182.189 - - [04/Jan/2026:02:16:42 +0700] ""POST /api/v1/users HTTP/1.1"" 200 4675",0,normal
2026-01-03 22:38:35,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:38:38,[DEBUG] Processing request from 192.168.133.61,0,normal
2026-01-03 22:38:41,kernel: [7.679208] eth0: link down,0,normal
2026-01-03 22:38:41,kernel: [970.692678] wlan0: link up,0,normal
2026-01-03 22:39:05,systemd[1]: Stopped mongodb.service,0,normal
2026-01-03 22:39:17,session opened for user root by (uid=0),0,normal
2026-01-03 22:39:19,session opened for user user by (uid=0),0,normal
2026-01-03 22:39:24,Accepted password for root from 192.168.161.53 port 37893 ssh2,0,normal
2026-01-03 22:39:30,Received disconnect from 192.168.77.216 port 8900:11: disconnected by user,0,normal
2026-01-03 22:39:33,"192.168.246.136 - - [04/Jan/2026:07:57:15 +0700] ""GET /images/logo.png HTTP/1.1"" 304 0",0,normal
2026-01-03 22:39:34,session opened for user user by (uid=0),0,normal
2026-01-03 22:39:43,Failed password for user from 185.220.242.234 port 39418 ssh2,1,brute_force
2026-01-03 22:39:52,kernel: [676.711194] br-0: link up,0,normal
2026-01-03 22:39:52,systemd[1]: Starting redis.service...,0,normal
2026-01-03 22:39:56,[INFO] Application started successfully,0,normal
2026-01-03 22:39:56,[DEBUG] Processing request from 192.168.80.134,0,normal
2026-01-03 22:39:57,session opened for user apache by (uid=0),0,normal
2026-01-03 22:40:07,systemd[1]: Started mongodb.service,0,normal
2026-01-03 22:40:14,[INFO] Cache hit for key: cache_key_162,0,normal
2026-01-03 22:40:15,kernel: Out of memory: Kill process 64516 (cryptominer) score 757,1,system_error
2026-01-03 22:40:29,systemd[1]: Stopped nginx.service,0,normal
2026-01-03 22:40:36,systemd[1]: apache2.service failed,1,system_error
2026-01-03 22:40:40,[INFO] Application started successfully,0,normal
2026-01-03 22:41:26,systemd[1]: Starting ssh.service...,0,normal
2026-01-03 22:41:29,session opened for user apache by (uid=0),0,normal
2026-01-03 22:41:31,"192.168.77.195 - - [04/Jan/2026:02:20:28 +0700] ""GET /dashboard HTTP/1.1"" 200 16157",0,normal
2026-01-03 22:41:45,[DEBUG] Processing request from 192.168.167.54,0,normal
2026-01-03 22:41:49,kernel: [962.892919] eth0: link up,0,normal
2026-01-03 22:41:51,kernel: [253.646120] wlan0: link up,0,normal
2026-01-03 22:41:54,[INFO] Request processed in 1801ms,0,normal
2026-01-03 22:42:04,kernel: [148.305813] eth0: link up,0,normal
2026-01-03 22:42:13,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:42:16,[INFO] Application started successfully,0,normal
2026-01-03 22:42:31,systemd[1]: Started redis.service,0,normal
2026-01-03 22:42:45,[DEBUG] Processing request from 192.168.34.134,0,normal
2026-01-03 22:42:49,session closed for user nginx,0,normal
2026-01-03 22:42:53,"192.168.137.8 - - [04/Jan/2026:06:15:22 +0700] ""POST /api/v1/data HTTP/1.1"" 200 23153",0,normal
2026-01-03 22:42:59,kernel: [84.545788] br-0: link down,0,normal
2026-01-03 22:43:00,session closed for user apache,0,normal
2026-01-03 22:43:11,MySQL server started with process id 10751,0,normal
2026-01-03 22:43:16,kernel: [228.345301] br-0: link up,0,normal
2026-01-03 22:43:17,[INFO] Cache hit for key: cache_key_834,0,normal
2026-01-03 22:43:21,session closed for user apache,0,normal
2026-01-03 22:43:22,Accepted password for mysql from 192.168.243.173 port 1805 ssh2,0,normal
2026-01-03 22:43:34,[INFO] User guest logged in successfully,0,normal
2026-01-03 22:43:38,"192.168.225.93 - - [03/Jan/2026:22:27:51 +0700] ""POST /css/style.css HTTP/1.1"" 200 47172",0,normal
2026-01-03 22:43:54,"192.168.233.209 - - [04/Jan/2026:10:54:40 +0700] ""GET /login HTTP/1.1"" 304 0",0,normal
2026-01-03 22:43:54,kernel: [871.954485] wlan0: link down,0,normal
2026-01-03 22:44:10,systemd[1]: Started nginx.service,0,normal
2026-01-03 22:44:16,"185.220.63.26 - - [04/Jan/2026:05:39:35 +0700] ""GET /../../../etc/passwd HTTP/1.1"" 400 16916",1,suspicious_network
2026-01-03 22:44:31,ALERT: Unauthorized privilege escalation attempt by apache,1,privilege_escalation
2026-01-03 22:44:54,[INFO] Request processed in 3758ms,0,normal
2026-01-03 22:45:09,[INFO] User apache logged in successfully,0,normal
2026-01-03 22:45:16,"192.168.31.233 - - [04/Jan/2026:01:24:35 +0700] ""GET /index.html HTTP/1.1"" 304 0",0,normal
2026-01-03 22:45:23,systemd[1]: Started redis.service,0,normal
2026-01-03 22:45:25,Accepted password for user from 192.168.36.33 port 20442 ssh2,0,normal
2026-01-03 22:45:30,[INFO] User admin logged in successfully,0,normal
2026-01-03 22:45:31,WARNING: Unauthorized file modification: /api/v1/data,1,malware_indicator
2026-01-03 22:45:34,Accepted password for admin from 192.168.25.173 port 1989 ssh2,0,normal
2026-01-03 22:45:43,Connection received: host=192.168.243.11 user=postgres database=staging,0,normal
2026-01-03 22:46:08,systemd[1]: Started docker.service,0,normal
2026-01-03 22:46:11,Received disconnect from 192.168.190.71 port 17073:11: disconnected by user,0,normal
2026-01-03 22:46:23,systemd[1]: Started docker.service,0,normal
2026-01-03 22:46:26,[INFO] Cache hit for key: cache_key_163,0,normal
2026-01-03 22:46:45,"192.168.200.207 - - [04/Jan/2026:09:26:05 +0700] ""GET /css/style.css HTTP/1.1"" 304 0",0,normal
2026-01-03 22:47:08,[INFO] User postgres logged in successfully,0,normal
2026-01-03 22:47:23,[DEBUG] Processing request from 192.168.126.72,0,normal
2026-01-03 22:47:42,"192.168.79.215 - - [04/Jan/2026:00:05:47 +0700] ""GET /static/js/app.js HTTP/1.1"" 200 46115",0,normal
2026-01-03 22:47:46,[CRITICAL] Database connection pool exhausted,1,system_error
2026-01-03 22:47:57,[INFO] Cache hit for key: cache_key_348,0,normal
2026-01-03 22:47:57,[DEBUG] Processing request from 192.168.25.6,0,normal
2026-01-03 22:47:59,Accepted password for www-data from 192.168.161.226 port 44036 ssh2,0,normal
2026-01-03 22:47:59,[INFO] Application started successfully,0,normal
2026-01-03 22:48:00,[DEBUG] Processing request from 192.168.195.90,0,normal
2026-01-03 22:48:12,[INFO] Cache hit for key: cache_key_262,0,normal
2026-01-03 22:48:14,[INFO] Cache hit for key: cache_key_379,0,normal
2026-01-03 22:48:31,[INFO] Request processed in 4314ms,0,normal
2026-01-03 22:48:35,PostgreSQL database system is ready to accept connections,0,normal
2026-01-03 22:48:53,"192.168.64.225 - - [04/Jan/2026:13:31:54 +0700] ""GET /images/logo.png HTTP/1.1"" 304 0",0,normal
2026-01-03 22:48:58,session closed for user nginx,0,normal
